local,filename,path,trinca,solda_fria,outros
10E,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
11B,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
11D,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
11F,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
12C,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
12F,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
13B,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
13E,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,1,1,0
14A,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
14B,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
14F,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
15C,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
15E,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
16C,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
16F,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
17C,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
18F,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
19C,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
19E,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
1D,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
1F,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,1,1,0
20B,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
20D,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
20F,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
21C,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
21E,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
22F,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
23D,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
23E,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
24B,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
24E,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,1,0,0
24F,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
2A,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
2C,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
2E,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
4A,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
4C,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
4E,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
5B,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
5D,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
6C,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
6E,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
6F,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
7B,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
7C,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
7D,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
8A,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
8B,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
8C,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
8E,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
9D,BR220623S06H09YJ009033.jpg,BR220623S06H09YJ009033.jpg,0,1,0
10D,BR220701S06H09YJ0082.jpg,BR220701S06H09YJ0082.jpg,0,1,0
12C,BR220701S06H09YJ0082.jpg,BR220701S06H09YJ0082.jpg,0,1,0
12D,BR220701S06H09YJ0082.jpg,BR220701S06H09YJ0082.jpg,1,0,0
17D,BR220701S06H09YJ0082.jpg,BR220701S06H09YJ0082.jpg,0,1,0
18D,BR220701S06H09YJ0082.jpg,BR220701S06H09YJ0082.jpg,0,1,0
1F,BR220701S06H09YJ0082.jpg,BR220701S06H09YJ0082.jpg,1,0,0
23D,BR220701S06H09YJ0082.jpg,BR220701S06H09YJ0082.jpg,0,1,0
7D,BR220701S06H09YJ0082.jpg,BR220701S06H09YJ0082.jpg,1,0,0
8D,BR220701S06H09YJ0082.jpg,BR220701S06H09YJ0082.jpg,1,0,0
8E,BR220701S06H09YJ0082.jpg,BR220701S06H09YJ0082.jpg,0,1,0
