1C,BR220623S06H09YB022333.jpg,Solda fria,11.31,4.436231374740601
1D,BR220623S06H09YB022333.jpg,Trinca,11.31,4.436231374740601
1E,BR220623S06H09YB022333.jpg,Solda fria,9.95,4.436231374740601
1F,BR220623S06H09YB022333.jpg,Trinca,11.31,4.436231374740601
2B,BR220623S06H09YB022333.jpg,Trinca,9.95,4.436231374740601
2C,BR220623S06H09YB022333.jpg,Solda fria,10.73,4.436231374740601
2D,BR220623S06H09YB022333.jpg,Trinca,11.31,4.436231374740601
3D,BR220623S06H09YB022333.jpg,Solda fria,9.45,4.436231374740601
4B,BR220623S06H09YB022333.jpg,Trinca,9.95,4.436231374740601
4E,BR220623S06H09YB022333.jpg,Solda fria,8.96,4.436231374740601
5C,BR220623S06H09YB022333.jpg,Solda fria,11.63,4.436231374740601
5F,BR220623S06H09YB022333.jpg,Trinca,10.73,4.436231374740601
6C,BR220623S06H09YB022333.jpg,Solda fria,6.67,4.436231374740601
7A,BR220623S06H09YB022333.jpg,Trinca,11.31,4.436231374740601
9E,BR220623S06H09YB022333.jpg,Trinca,9.45,4.436231374740601
10C,BR220623S06H09YB022333.jpg,Solda fria,11.92,4.436231374740601
10D,BR220623S06H09YB022333.jpg,Solda fria,8.61,4.436231374740601
11B,BR220623S06H09YB022333.jpg,Solda fria,5.55,4.436231374740601
11C,BR220623S06H09YB022333.jpg,Solda fria,11.02,4.436231374740601
12B,BR220623S06H09YB022333.jpg,Solda fria,7.9,4.436231374740601
12C,BR220623S06H09YB022333.jpg,Solda fria,5.53,4.436231374740601
12D,BR220623S06H09YB022333.jpg,Solda fria,6.5,4.436231374740601
12E,BR220623S06H09YB022333.jpg,Trinca,9.95,4.436231374740601
13C,BR220623S06H09YB022333.jpg,Solda fria,7.07,4.436231374740601
13E,BR220623S06H09YB022333.jpg,Trinca,8.96,4.436231374740601
14E,BR220623S06H09YB022333.jpg,Solda fria,9.45,4.436231374740601
15D,BR220623S06H09YB022333.jpg,Trinca,11.63,4.436231374740601
15F,BR220623S06H09YB022333.jpg,Solda fria,9.08,4.436231374740601
16B,BR220623S06H09YB022333.jpg,Solda fria,9.34,4.436231374740601
16F,BR220623S06H09YB022333.jpg,Trinca,10.73,4.436231374740601
17D,BR220623S06H09YB022333.jpg,Solda fria,8.58,4.436231374740601
17F,BR220623S06H09YB022333.jpg,Solda fria,8.1,4.436231374740601
18E,BR220623S06H09YB022333.jpg,Solda fria,5.82,4.436231374740601
19B,BR220623S06H09YB022333.jpg,Solda fria,10.76,4.436231374740601
19F,BR220623S06H09YB022333.jpg,Trinca,6.67,4.436231374740601
20A,BR220623S06H09YB022333.jpg,Solda fria,8.48,4.436231374740601
20E,BR220623S06H09YB022333.jpg,Solda fria,7.66,4.436231374740601
20F,BR220623S06H09YB022333.jpg,Solda fria,10.49,4.436231374740601
21C,BR220623S06H09YB022333.jpg,Solda fria,10.65,4.436231374740601
21D,BR220623S06H09YB022333.jpg,Solda fria,11.43,4.436231374740601
21F,BR220623S06H09YB022333.jpg,Solda fria,10.01,4.436231374740601
22A,BR220623S06H09YB022333.jpg,Solda fria,6.28,4.436231374740601
23A,BR220623S06H09YB022333.jpg,Solda fria,7.49,4.436231374740601
23D,BR220623S06H09YB022333.jpg,Solda fria,9.6,4.436231374740601
23F,BR220623S06H09YB022333.jpg,Solda fria,8.6,4.436231374740601
24E,BR220623S06H09YB022333.jpg,Solda fria,10.83,4.436231374740601
1A,BR220608S10H10YC004388.jpg,Trinca,1.02,3.354495048522949
6A,BR220608S10H10YC004388.jpg,Solda fria,12.4,3.354495048522949
7A,BR220608S10H10YC004388.jpg,Solda fria,10.7,3.354495048522949
7C,BR220608S10H10YC004388.jpg,Solda fria,10.93,3.354495048522949
7E,BR220608S10H10YC004388.jpg,Solda fria,11.15,3.354495048522949
7F,BR220608S10H10YC004388.jpg,Solda fria,10.65,3.354495048522949
8E,BR220608S10H10YC004388.jpg,Solda fria,10.03,3.354495048522949
9A,BR220608S10H10YC004388.jpg,Solda fria,10.74,3.354495048522949
9E,BR220608S10H10YC004388.jpg,Solda fria,12.37,3.354495048522949
10C,BR220608S10H10YC004388.jpg,Solda fria,13.1,3.354495048522949
10E,BR220608S10H10YC004388.jpg,Solda fria,9.31,3.354495048522949
11E,BR220608S10H10YC004388.jpg,Solda fria,10.61,3.354495048522949
12A,BR220608S10H10YC004388.jpg,Solda fria,9.05,3.354495048522949
12B,BR220608S10H10YC004388.jpg,Solda fria,13.23,3.354495048522949
12E,BR220608S10H10YC004388.jpg,Solda fria,9.53,3.354495048522949
13A,BR220608S10H10YC004388.jpg,Solda fria,8.89,3.354495048522949
13B,BR220608S10H10YC004388.jpg,Solda fria,11.33,3.354495048522949
