10C,BR220623S06H09YB022333.jpg,0,1,0
10D,BR220623S06H09YB022333.jpg,0,1,0
12C,BR220623S06H09YB022333.jpg,1,0,0
12E,BR220623S06H09YB022333.jpg,1,1,0
13D,BR220623S06H09YB022333.jpg,1,0,0
14D,BR220623S06H09YB022333.jpg,0,1,0
14F,BR220623S06H09YB022333.jpg,0,1,0
15B,BR220623S06H09YB022333.jpg,1,1,0
15D,BR220623S06H09YB022333.jpg,1,1,0
16D,BR220623S06H09YB022333.jpg,1,1,0
17D,BR220623S06H09YB022333.jpg,0,1,0
18B,BR220623S06H09YB022333.jpg,1,1,0
18C,BR220623S06H09YB022333.jpg,0,1,0
18E,BR220623S06H09YB022333.jpg,0,1,0
19D,BR220623S06H09YB022333.jpg,0,1,0
1C,BR220623S06H09YB022333.jpg,0,1,0
21B,BR220623S06H09YB022333.jpg,1,0,0
21D,BR220623S06H09YB022333.jpg,0,1,0
22A,BR220623S06H09YB022333.jpg,1,0,0
22D,BR220623S06H09YB022333.jpg,0,1,0
23D,BR220623S06H09YB022333.jpg,0,1,0
24B,BR220623S06H09YB022333.jpg,1,0,0
2C,BR220623S06H09YB022333.jpg,0,1,0
3C,BR220623S06H09YB022333.jpg,0,1,0
5C,BR220623S06H09YB022333.jpg,0,1,0
9A,BR220623S06H09YB022333.jpg,0,1,0
9C,BR220623S06H09YB022333.jpg,0,1,0
9E,BR220623S06H09YB022333.jpg,1,0,0
10D,BR220608S10H10YC004388.jpg,0,1,0
11E,BR220608S10H10YC004388.jpg,0,1,0
11F,BR220608S10H10YC004388.jpg,1,0,0
12B,BR220608S10H10YC004388.jpg,0,1,0
12D,BR220608S10H10YC004388.jpg,0,1,0
13B,BR220608S10H10YC004388.jpg,1,0,0
13E,BR220608S10H10YC004388.jpg,0,1,0
13F,BR220608S10H10YC004388.jpg,0,1,0
14B,BR220608S10H10YC004388.jpg,0,1,0
17C,BR220608S10H10YC004388.jpg,0,1,0
18A,BR220608S10H10YC004388.jpg,0,1,0
18B,BR220608S10H10YC004388.jpg,0,1,0
19B,BR220608S10H10YC004388.jpg,0,1,0
1A,BR220608S10H10YC004388.jpg,1,0,0
21A,BR220608S10H10YC004388.jpg,0,1,0
21B,BR220608S10H10YC004388.jpg,0,1,0
21D,BR220608S10H10YC004388.jpg,0,1,0
21F,BR220608S10H10YC004388.jpg,0,1,0
22B,BR220608S10H10YC004388.jpg,0,1,0
22E,BR220608S10H10YC004388.jpg,0,1,0
23A,BR220608S10H10YC004388.jpg,0,1,0
23C,BR220608S10H10YC004388.jpg,0,1,0
23D,BR220608S10H10YC004388.jpg,0,1,0
23F,BR220608S10H10YC004388.jpg,0,1,0
24C,BR220608S10H10YC004388.jpg,1,0,1
24E,BR220608S10H10YC004388.jpg,1,0,1
2A,BR220608S10H10YC004388.jpg,0,1,0
2F,BR220608S10H10YC004388.jpg,0,1,0
3F,BR220608S10H10YC004388.jpg,0,1,0
4D,BR220608S10H10YC004388.jpg,0,1,0
4E,BR220608S10H10YC004388.jpg,0,1,0
4F,BR220608S10H10YC004388.jpg,0,1,0
5C,BR220608S10H10YC004388.jpg,0,1,0
5D,BR220608S10H10YC004388.jpg,0,1,0
5F,BR220608S10H10YC004388.jpg,0,1,0
6D,BR220608S10H10YC004388.jpg,0,1,0
7A,BR220608S10H10YC004388.jpg,0,1,0
7D,BR220608S10H10YC004388.jpg,0,1,0
9E,BR220608S10H10YC004388.jpg,0,1,0
10D,BR220608S10H10YC004388.jpg,0,1,0
11E,BR220608S10H10YC004388.jpg,0,1,0
11F,BR220608S10H10YC004388.jpg,1,0,0
12B,BR220608S10H10YC004388.jpg,0,1,0
12D,BR220608S10H10YC004388.jpg,0,1,0
12F,BR220608S10H10YC004388.jpg,1,0,0
13B,BR220608S10H10YC004388.jpg,1,0,0
13C,BR220608S10H10YC004388.jpg,1,0,0
13D,BR220608S10H10YC004388.jpg,1,0,0
13E,BR220608S10H10YC004388.jpg,0,1,0
13F,BR220608S10H10YC004388.jpg,0,1,0
14B,BR220608S10H10YC004388.jpg,0,1,0
17C,BR220608S10H10YC004388.jpg,0,1,0
18A,BR220608S10H10YC004388.jpg,0,1,0
18B,BR220608S10H10YC004388.jpg,0,1,0
19B,BR220608S10H10YC004388.jpg,0,1,0
1A,BR220608S10H10YC004388.jpg,1,0,0
1C,BR220608S10H10YC004388.jpg,1,0,0
21A,BR220608S10H10YC004388.jpg,0,1,0
21B,BR220608S10H10YC004388.jpg,0,1,0
21D,BR220608S10H10YC004388.jpg,0,1,0
21F,BR220608S10H10YC004388.jpg,0,1,0
22B,BR220608S10H10YC004388.jpg,0,1,0
22D,BR220608S10H10YC004388.jpg,1,0,0
22E,BR220608S10H10YC004388.jpg,0,1,0
23A,BR220608S10H10YC004388.jpg,0,1,0
23C,BR220608S10H10YC004388.jpg,0,1,0
23D,BR220608S10H10YC004388.jpg,0,1,0
23F,BR220608S10H10YC004388.jpg,0,1,0
24C,BR220608S10H10YC004388.jpg,1,0,1
24E,BR220608S10H10YC004388.jpg,1,0,1
2A,BR220608S10H10YC004388.jpg,0,1,0
2E,BR220608S10H10YC004388.jpg,1,0,0
2F,BR220608S10H10YC004388.jpg,0,1,0
3F,BR220608S10H10YC004388.jpg,0,1,0
4D,BR220608S10H10YC004388.jpg,0,1,0
4E,BR220608S10H10YC004388.jpg,0,1,0
4F,BR220608S10H10YC004388.jpg,0,1,0
5C,BR220608S10H10YC004388.jpg,0,1,0
5D,BR220608S10H10YC004388.jpg,1,1,0
5F,BR220608S10H10YC004388.jpg,0,1,0
6D,BR220608S10H10YC004388.jpg,0,1,0
7A,BR220608S10H10YC004388.jpg,0,1,0
7D,BR220608S10H10YC004388.jpg,0,1,0
8E,BR220608S10H10YC004388.jpg,1,0,0
9E,BR220608S10H10YC004388.jpg,0,1,0
10D,BR220608S10H10YC004388.jpg,0,1,0
11E,BR220608S10H10YC004388.jpg,0,1,0
11F,BR220608S10H10YC004388.jpg,1,0,0
12B,BR220608S10H10YC004388.jpg,0,1,0
12D,BR220608S10H10YC004388.jpg,0,1,0
12F,BR220608S10H10YC004388.jpg,1,0,0
13B,BR220608S10H10YC004388.jpg,1,0,0
13C,BR220608S10H10YC004388.jpg,1,0,0
13D,BR220608S10H10YC004388.jpg,1,0,0
13E,BR220608S10H10YC004388.jpg,0,1,0
13F,BR220608S10H10YC004388.jpg,0,1,0
14B,BR220608S10H10YC004388.jpg,0,1,0
17C,BR220608S10H10YC004388.jpg,0,1,0
18A,BR220608S10H10YC004388.jpg,0,1,0
18B,BR220608S10H10YC004388.jpg,0,1,0
